house_id,timestamp,dishwasher_mean,dishwasher_max,dishwasher_min,dishwasher_std,is_on_sum,is_on_mean,P_agg_mean,P_agg_max,external_temperature_mean,internal_temperature_mean,external_humidity_mean,internal_humidity_mean,hour,day_of_week,is_weekend,month,season,time_period,lag_1,lag_2,lag_3,lag_6,lag_12,lag_24,rolling_mean_6h,rolling_std_6h,rolling_mean_24h,diff_1h,diff_24h
12,2023-03-09 09:00:00,0.0,0.0,0.0,0.0,0,0.0,,,15.77784090909091,20.717746212121213,51.48863636363637,74.19696969696969,9,3,0,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2023-03-09 10:00:00,0.0,0.0,0.0,0.0,0,0.0,464.7554447625106,849.5840000000001,16.65408163265306,20.75,47.911078717201164,73.30962099125365,10,3,0,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2023-03-09 12:00:00,3.7092130919220057,4.08,3.31,0.12922465873775085,0,0.0,318.03234324844146,1206.1346428571428,17.574791086350977,20.432646239554316,45.0,72.6866295264624,12,3,0,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6182021819870009,1.5142799037433383,0.15455054549675024,3.7092130919220057,3.7092130919220057
12,2023-03-09 13:00:00,349.45133678500986,1763.18,0.0,650.1070172797703,198,0.5857988165680473,1472.0774553512726,5678.33,17.59016272189349,20.315923076923077,45.73224852071006,73.24644970414201,13,3,0,3,1,2,3.7092130919220057,0.0,0.0,0.0,0.0,0.0,58.860091646155304,142.36778618144547,14.715022911538826,345.7421236930879,349.45133678500986
12,2023-03-09 14:00:00,390.93613239436615,1762.94,0.0,693.2566187337798,196,0.5521126760563381,982.3709368036502,3411.2,17.138239436619717,20.25,48.49577464788732,73.74929577464789,14,3,0,3,1,2,349.45133678500986,3.7092130919220057,0.0,0.0,0.0,0.0,124.01611371188301,191.14448770124912,31.004028427970752,41.4847956093563,390.93613239436615
12,2023-03-09 15:00:00,2.8388788300835657,4.22,0.0,1.6150679543438249,0,0.0,184.72553413370997,468.3200000000001,16.212952646239554,20.09275766016713,54.74651810584958,74.49860724233983,15,3,0,3,1,2,390.93613239436615,349.45133678500986,3.7092130919220057,0.0,0.0,0.0,124.4892601835636,190.77927480770177,31.1223150458909,-388.0972535642826,2.8388788300835657
12,2023-03-09 16:00:00,3.6123611111111114,4.11,3.17,0.1563850468700768,0,0.0,185.63805687830688,582.1883333333333,14.8375,20.185000000000002,64.75,74.16666666666667,16,3,0,3,1,2,2.8388788300835657,390.93613239436615,349.45133678500986,0.0,0.0,0.0,125.09132036874878,190.31296984193395,31.272830092187196,0.7734822810275457,3.6123611111111114
12,2023-03-09 17:00:00,3.576166666666667,4.05,3.29,0.12931679806521032,0,0.0,327.78362932098764,1217.9291666666668,13.525,,74.0,73.5,17,3,0,3,1,2,3.6123611111111114,2.8388788300835657,390.93613239436615,0.0,0.0,0.0,125.68734814652656,189.84788389827088,31.42183703663164,-0.03619444444444442,3.576166666666667
12,2023-03-16 10:00:00,3.797375,4.58,3.25,0.30605567281251994,0,0.0,1194.9265060185185,2610.4266666666667,14.7625,21.23375,52.875,67.33333333333333,10,3,0,3,1,1,3.8016064814814814,3.7640694444444445,3.5189375000000003,3.6260833333333338,3.7345694444444444,3.4499740740740736,3.6706064814814816,0.13071119458284355,3.6467727563494106,-0.004231481481481225,0.34740092592592653
12,2023-03-16 11:00:00,3.7642152777777778,4.45,3.28,0.29381026112628866,0,0.0,1069.0407633267196,2595.45,14.25,21.298750000000002,59.0,66.625,11,3,0,3,1,1,3.797375,3.8016064814814814,3.7640694444444445,3.587324074074074,3.706022408963585,3.311107076719577,3.700088348765432,0.12809265889624272,3.6656522647268357,-0.03315972222222241,0.4531082010582006
12,2023-03-16 12:00:00,3.544648611111111,3.9,2.9566666666666666,0.15659875026207207,0,0.0,293.35492602996254,1828.56,13.0125,,67.0,67.08333333333333,12,3,0,3,1,1,3.7642152777777778,3.797375,3.8016064814814814,3.5543263888888887,3.744601955307263,3.591194444444444,3.6984753858024693,0.13033648722703844,3.663712855004613,-0.2195666666666667,-0.046545833333333064
12,2023-03-16 13:00:00,371.56759285051066,1738.49,0.0,673.3535657518378,184,0.5125348189415042,942.4299131847725,3369.6400000000003,11.938231197771588,21.459702602230482,74.24373259052925,66.66620241411327,13,3,0,3,1,2,3.544648611111111,3.7642152777777778,3.797375,3.5189375000000003,3.731430555555556,3.5741225626740944,65.03991794422092,150.16730991632224,18.996774116997802,368.0229442393996,367.99347028783654
12,2023-03-16 14:00:00,367.023150462963,1759.36,0.0,675.52654374754,194,0.5388888888888889,812.6939460744638,4117.503333333333,11.3875,21.515,78.75,66.9375,14,3,0,3,1,2,371.56759285051066,3.544648611111111,3.7642152777777778,3.7640694444444445,3.7529003724394787,3.695298611111111,125.583098113974,188.78420906432922,34.135434610824966,-4.54444238754769,363.32785185185185
12,2023-03-16 15:00:00,0.0,0.0,0.0,0.0,0,0.0,282.53382136243386,568.8100000000001,10.9,21.7175,80.0,66.3125,15,3,0,3,1,2,367.023150462963,371.56759285051066,3.544648611111111,3.8016064814814814,3.67808495821727,3.664201388888889,124.94949703372708,189.28040684968832,33.9827595529546,-367.023150462963,-3.664201388888889
